,Mkt-RF,SMB,HML,RF,Book to Market Ratio,Treasury Bill,AAA Yields,BAA Yields,Long Term Yield,Net Equity Expansion,Risk-Free Rate,Inflation,Long Term Rate of Returns,corpr,Stock Variance,Cross-Sectional Premium,CRSP Value Weighted Return,CRSP Value Weighted Return Excluding Dividends
19270110,0.14,0.02,0.16,0.01,0.443705645,0.0323,0.0466,0.0561,0.0351,0.050832763,0.002691667,-0.011299435,0.0075,0.0056,0.000469895,,-0.00291,-0.005579
19270111,-0.28,-0.36,0.87,0.01,0.443705645,0.0323,0.0466,0.0561,0.0351,0.050832763,0.002691667,-0.011299435,0.0075,0.0056,0.000469895,,-0.00291,-0.005579
19270112,0.07,-0.06,0.02,0.01,0.443705645,0.0323,0.0466,0.0561,0.0351,0.050832763,0.002691667,-0.011299435,0.0075,0.0056,0.000469895,,-0.00291,-0.005579
19270113,-0.04,0.2,-0.3,0.01,0.443705645,0.0323,0.0466,0.0561,0.0351,0.050832763,0.002691667,-0.011299435,0.0075,0.0056,0.000469895,,-0.00291,-0.005579
19270114,0.05,-0.85,0.92,0.01,0.443705645,0.0323,0.0466,0.0561,0.0351,0.050832763,0.002691667,-0.011299435,0.0075,0.0056,0.000469895,,-0.00291,-0.005579
19270115,0.13,0.1,0.83,0.01,0.443705645,0.0323,0.0466,0.0561,0.0351,0.050832763,0.002691667,-0.011299435,0.0075,0.0056,0.000469895,,-0.00291,-0.005579
19270117,-0.04,-0.18,0.77,0.01,0.443705645,0.0323,0.0466,0.0561,0.0351,0.050832763,0.002691667,-0.011299435,0.0075,0.0056,0.000469895,,-0.00291,-0.005579
19270118,-0.06,-0.22,0.01,0.01,0.443705645,0.0323,0.0466,0.0561,0.0351,0.050832763,0.002691667,-0.011299435,0.0075,0.0056,0.000469895,,-0.00291,-0.005579
19270119,0.61,-0.01,-0.77,0.01,0.443705645,0.0323,0.0466,0.0561,0.0351,0.050832763,0.002691667,-0.011299435,0.0075,0.0056,0.000469895,,-0.00291,-0.005579
19270120,-0.17,-0.3,0.13,0.01,0.443705645,0.0323,0.0466,0.0561,0.0351,0.050832763,0.002691667,-0.011299435,0.0075,0.0056,0.000469895,,-0.00291,-0.005579
19270121,-0.01,0.6,1.29,0.01,0.443705645,0.0323,0.0466,0.0561,0.0351,0.050832763,0.002691667,-0.011299435,0.0075,0.0056,0.000469895,,-0.00291,-0.005579
19270122,-0.36,0.26,0.34,0.01,0.443705645,0.0323,0.0466,0.0561,0.0351,0.050832763,0.002691667,-0.011299435,0.0075,0.0056,0.000469895,,-0.00291,-0.005579
19270124,-0.48,0.47,1.44,0.01,0.443705645,0.0323,0.0466,0.0561,0.0351,0.050832763,0.002691667,-0.011299435,0.0075,0.0056,0.000469895,,-0.00291,-0.005579
19270125,-1.07,-0.47,-1.29,0.01,0.443705645,0.0323,0.0466,0.0561,0.0351,0.050832763,0.002691667,-0.011299435,0.0075,0.0056,0.000469895,,-0.00291,-0.005579
19270126,0.19,0.12,0.48,0.01,0.443705645,0.0323,0.0466,0.0561,0.0351,0.050832763,0.002691667,-0.011299435,0.0075,0.0056,0.000469895,,-0.00291,-0.005579
19270127,-0.35,0,-0.42,0.01,0.443705645,0.0323,0.0466,0.0561,0.0351,0.050832763,0.002691667,-0.011299435,0.0075,0.0056,0.000469895,,-0.00291,-0.005579
19270128,0.16,0.16,0.76,0.01,0.443705645,0.0323,0.0466,0.0561,0.0351,0.050832763,0.002691667,-0.011299435,0.0075,0.0056,0.000469895,,-0.00291,-0.005579
19270129,0.73,-0.41,-0.29,0.01,0.443705645,0.0323,0.0466,0.0561,0.0351,0.050832763,0.002691667,-0.011299435,0.0075,0.0056,0.000469895,,-0.00291,-0.005579
19270131,0.61,0.12,-0.04,0.01,0.443705645,0.0323,0.0466,0.0561,0.0351,0.050832763,0.002691667,-0.011299435,0.0075,0.0056,0.000469895,,-0.00291,-0.005579
19270201,-0.01,0.53,1.11,0.012,0.428500864,0.0329,0.0467,0.0559,0.0347,0.051680967,0.002741667,-0.005714286,0.0088,0.0069,0.000287334,,0.045522,0.040566
19270202,0.7,-0.21,0.1,0.012,0.428500864,0.0329,0.0467,0.0559,0.0347,0.051680967,0.002741667,-0.005714286,0.0088,0.0069,0.000287334,,0.045522,0.040566
19270203,0.17,0.21,-0.07,0.012,0.428500864,0.0329,0.0467,0.0559,0.0347,0.051680967,0.002741667,-0.005714286,0.0088,0.0069,0.000287334,,0.045522,0.040566
19270204,0.37,0.12,1.38,0.012,0.428500864,0.0329,0.0467,0.0559,0.0347,0.051680967,0.002741667,-0.005714286,0.0088,0.0069,0.000287334,,0.045522,0.040566
19270205,-0.18,0.31,0.45,0.012,0.428500864,0.0329,0.0467,0.0559,0.0347,0.051680967,0.002741667,-0.005714286,0.0088,0.0069,0.000287334,,0.045522,0.040566
19270207,-0.13,0.64,0.47,0.012,0.428500864,0.0329,0.0467,0.0559,0.0347,0.051680967,0.002741667,-0.005714286,0.0088,0.0069,0.000287334,,0.045522,0.040566
19270208,0.1,0.19,1.03,0.012,0.428500864,0.0329,0.0467,0.0559,0.0347,0.051680967,0.002741667,-0.005714286,0.0088,0.0069,0.000287334,,0.045522,0.040566
19270209,0.04,-0.88,-0.57,0.012,0.428500864,0.0329,0.0467,0.0559,0.0347,0.051680967,0.002741667,-0.005714286,0.0088,0.0069,0.000287334,,0.045522,0.040566
19270210,0.08,0.28,-0.69,0.012,0.428500864,0.0329,0.0467,0.0559,0.0347,0.051680967,0.002741667,-0.005714286,0.0088,0.0069,0.000287334,,0.045522,0.040566
19270211,0.31,-0.44,-0.63,0.012,0.428500864,0.0329,0.0467,0.0559,0.0347,0.051680967,0.002741667,-0.005714286,0.0088,0.0069,0.000287334,,0.045522,0.040566
19270214,0.49,-0.14,-0.29,0.012,0.428500864,0.0329,0.0467,0.0559,0.0347,0.051680967,0.002741667,-0.005714286,0.0088,0.0069,0.000287334,,0.045522,0.040566
19270215,0.1,-0.27,-0.16,0.012,0.428500864,0.0329,0.0467,0.0559,0.0347,0.051680967,0.002741667,-0.005714286,0.0088,0.0069,0.000287334,,0.045522,0.040566
19270216,-0.02,0.01,1.55,0.012,0.428500864,0.0329,0.0467,0.0559,0.0347,0.051680967,0.002741667,-0.005714286,0.0088,0.0069,0.000287334,,0.045522,0.040566
19270217,0.24,0.07,0.86,0.012,0.428500864,0.0329,0.0467,0.0559,0.0347,0.051680967,0.002741667,-0.005714286,0.0088,0.0069,0.000287334,,0.045522,0.040566
19270218,0.32,-0.73,-0.12,0.012,0.428500864,0.0329,0.0467,0.0559,0.0347,0.051680967,0.002741667,-0.005714286,0.0088,0.0069,0.000287334,,0.045522,0.040566
19270219,0.01,0.38,-0.48,0.012,0.428500864,0.0329,0.0467,0.0559,0.0347,0.051680967,0.002741667,-0.005714286,0.0088,0.0069,0.000287334,,0.045522,0.040566
19270221,-0.17,0.19,-0.9,0.012,0.428500864,0.0329,0.0467,0.0559,0.0347,0.051680967,0.002741667,-0.005714286,0.0088,0.0069,0.000287334,,0.045522,0.040566
19270223,0.72,-0.33,-0.13,0.012,0.428500864,0.0329,0.0467,0.0559,0.0347,0.051680967,0.002741667,-0.005714286,0.0088,0.0069,0.000287334,,0.045522,0.040566
19270224,0.14,0.35,0.09,0.012,0.428500864,0.0329,0.0467,0.0559,0.0347,0.051680967,0.002741667,-0.005714286,0.0088,0.0069,0.000287334,,0.045522,0.040566
19270225,0.21,0.24,-0.33,0.012,0.428500864,0.0329,0.0467,0.0559,0.0347,0.051680967,0.002741667,-0.005714286,0.0088,0.0069,0.000287334,,0.045522,0.040566
19270226,0.07,-0.19,-0.05,0.012,0.428500864,0.0329,0.0467,0.0559,0.0347,0.051680967,0.002741667,-0.005714286,0.0088,0.0069,0.000287334,,0.045522,0.040566
19270228,0.55,-0.38,0.24,0.012,0.428500864,0.0329,0.0467,0.0559,0.0347,0.051680967,0.002741667,-0.005714286,0.0088,0.0069,0.000287334,,0.045522,0.040566
19270301,-0.4,-0.03,-0.55,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270302,-1.14,-0.14,-0.33,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270303,1.02,-0.05,0.05,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270304,-0.45,0.22,-0.16,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270305,-0.24,0.6,-0.46,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270307,-0.37,-0.1,-0.58,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270308,0.12,-0.53,-0.34,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270309,0.49,0.17,0.34,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270310,0.46,0.1,0.46,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270311,0.17,-0.25,0.24,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270312,-0.04,-0.06,-0.19,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270314,0.18,0.04,-0.78,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270315,-0.81,-0.1,-0.44,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270316,1.02,-0.5,-0.06,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270317,0.42,-0.31,-0.41,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270318,-0.79,0.11,-0.42,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270319,0.04,0.01,-0.21,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270321,0.17,-0.54,0.05,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270322,-1.06,0.17,-0.54,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270323,0.19,0.01,0.51,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270324,0.68,-0.04,0.06,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270325,0.16,0.45,-0.33,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270326,0.34,0.14,0.18,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270328,0.52,-0.24,0.07,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270329,-0.23,-0.09,-0.41,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270330,-0.62,0.11,1.25,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270331,0.3,-0.85,0.55,0.011,0.469765117,0.032,0.0462,0.0554,0.0331,0.046369916,0.002666667,-0.005747126,0.0253,0.0083,0.000924193,,0.007324,0.00261
19270401,-0.05,-0.19,-0.31,0.01,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
19270402,-0.08,0.19,0.02,0.01,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
19270404,0.53,-0.21,1.12,0.01,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
19270405,0.59,-0.3,0.01,0.01,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
19270406,0.11,-0.1,-0.04,0.01,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
19270407,0.24,-0.35,0.33,0.01,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
19270408,0.31,0.35,-0.05,0.01,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
19270409,0.03,-0.13,0.29,0.01,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
19270411,0.19,0,-0.15,0.01,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
19270412,-0.29,0.57,-0.12,0.01,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
19270413,0.21,0.13,-1.14,0.01,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
19270414,0.09,0.37,-0.2,0.01,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
19270416,0.18,0.55,0.18,0.01,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
19270418,-0.03,-0.17,0.75,0.01,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
19270419,0.18,-0.08,0.32,0.01,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
19270420,0.27,-0.37,0.94,0.01,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
19270421,0.36,-0.25,-0.76,0.01,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
19270422,0.07,-0.34,0.04,0.01,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
19270423,-0.37,0.24,0,0.01,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
19270425,-1.56,0.08,0.1,0.01,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
19270426,0.58,0.04,-0.43,0.01,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
19270427,-0.38,0.07,0.2,0.01,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
19270428,-1.11,0.19,-0.35,0.01,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
19270429,0.48,0,-0.18,0.01,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
19270430,-0.01,0.21,-0.07,0.01,0.45675413,0.0339,0.0458,0.0548,0.0333,0.050517902,0.002825,0,-0.0005,0.0055,0.000602589,,0.013021,0.010907
19270502,0.27,0.22,0.48,0.012,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
19270503,0.74,0.02,-0.64,0.012,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
19270504,0.78,-0.16,0.15,0.012,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
19270505,0.3,0.3,-0.28,0.012,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
19270506,0.28,-0.13,0.87,0.012,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
19270507,0.28,0.26,-0.45,0.012,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
19270509,0.2,0.08,0.39,0.012,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
19270510,-0.07,-0.12,0.13,0.012,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
19270511,-0.14,-0.03,0.04,0.012,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
19270512,-0.11,-0.33,0.37,0.012,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
19270513,0.49,-0.11,-0.24,0.012,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
19270514,0.02,0.29,0.04,0.012,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
19270516,-0.72,0.54,-0.2,0.012,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
19270517,0.47,0.08,0.21,0.012,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
19270518,0.51,-0.6,0.08,0.012,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
19270519,0.19,-0.41,-0.15,0.012,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
19270520,0.43,-0.53,0.32,0.012,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
19270521,0.22,0.16,0.12,0.012,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
19270523,0.15,0.48,0.76,0.012,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
19270524,-0.14,0.27,0.82,0.012,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
19270525,0.16,0.69,0.47,0.012,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
19270526,0.11,-0.08,0.56,0.012,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
19270527,0.44,0.36,-0.03,0.012,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
19270528,0.12,0.69,0.42,0.012,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
19270531,0.25,-0.63,0.41,0.012,0.434782609,0.0333,0.0457,0.055,0.0327,0.055279033,0.002775,0.005780347,0.0109,-0.0011,0.000391734,,0.062353,0.057096
19270601,0.32,-0.07,0.24,0.01,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
19270602,0.08,-0.09,0.26,0.01,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
19270603,-0.88,0.19,-0.66,0.01,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
19270604,0.43,0.12,0.2,0.01,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
19270606,0.51,0.19,1.2,0.01,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
19270607,-0.29,0.57,-0.22,0.01,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
19270608,0.28,-0.14,0.44,0.01,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
19270609,0.02,0.17,-0.74,0.01,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
19270610,-0.38,0.14,-0.37,0.01,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
19270611,-0.11,-0.28,-0.21,0.01,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
19270614,-1.51,0.02,-0.68,0.01,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
19270615,0.88,0.1,0.23,0.01,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
19270616,0.62,-0.36,-0.19,0.01,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
19270617,0.16,0.63,1.02,0.01,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
19270618,-0.12,0.17,0.58,0.01,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
19270620,-0.18,0.45,-0.59,0.01,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
19270621,-0.35,-0.31,0.45,0.01,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
19270622,-0.01,0.02,-0.58,0.01,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
19270623,-0.86,-0.47,-0.78,0.01,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
19270624,0.13,-0.05,0.3,0.01,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
19270625,-0.1,-0.09,0.09,0.01,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
19270627,-1.22,-0.55,-0.64,0.01,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
19270628,0.26,-0.03,-0.17,0.01,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
19270629,0.03,0.12,-0.5,0.01,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
19270630,-0.09,-0.06,-0.18,0.01,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058825637,0.002558333,0.011494253,-0.0069,0.0043,0.000824577,,-0.02037,-0.025705
19270701,0.65,0.03,-0.11,0.012,0.414553473,0.0296,0.046,0.0555,0.0333,0.059754179,0.002466667,-0.017045455,0.005,0.0003,0.00042578,,0.08445,0.081687
19270702,0.55,0.27,0.17,0.012,0.414553473,0.0296,0.046,0.0555,0.0333,0.059754179,0.002466667,-0.017045455,0.005,0.0003,0.00042578,,0.08445,0.081687
19270705,0.84,-0.41,0.14,0.012,0.414553473,0.0296,0.046,0.0555,0.0333,0.059754179,0.002466667,-0.017045455,0.005,0.0003,0.00042578,,0.08445,0.081687
19270706,0.6,0.23,-0.07,0.012,0.414553473,0.0296,0.046,0.0555,0.0333,0.059754179,0.002466667,-0.017045455,0.005,0.0003,0.00042578,,0.08445,0.081687
19270707,-0.25,0.14,-0.03,0.012,0.414553473,0.0296,0.046,0.0555,0.0333,0.059754179,0.002466667,-0.017045455,0.005,0.0003,0.00042578,,0.08445,0.081687
19270708,-0.18,-0.41,0.13,0.012,0.414553473,0.0296,0.046,0.0555,0.0333,0.059754179,0.002466667,-0.017045455,0.005,0.0003,0.00042578,,0.08445,0.081687
